122.732705   2.780312   2.475644           668.441163
134.087848   1.114622   2.977847           511.976399
 24.777421   4.359290   1.670963           627.194947
176.563215   4.564550   0.004985           165.908885
 76.432710   5.460775   0.352821           522.325486
 76.044761   2.242998   0.162995           350.713562
109.135522   2.382915   3.758796           359.857310
140.974782   1.554807   2.747236           261.424129
190.899924   2.613979   2.595385           245.425260
 74.910235   4.512666   1.465732           415.883660
 27.620762   3.563337   2.961069           689.240976
 48.628833   6.254182   1.731251           186.862557
 87.211385   1.602996   5.712401           348.656584
 89.872377   6.236334   5.619695           643.004225
123.932932   3.499546   5.901196           235.642357
180.485587   5.998526   6.182968           231.304836
126.666727   6.113126   3.312922            50.555790
 21.529281   0.649292   3.870296           260.289508
189.993055   0.833253   2.347916           560.965201
132.095262   2.032185   2.474607           535.163747
163.383059   0.841617   5.132626           348.496072
170.681578   6.088433   3.746381           200.695171
171.290951   1.824996   5.210529           483.710276
126.016766   2.236159   4.974486           437.402423
 79.323812   1.972680   5.777356           442.893339
 89.893626   4.541204   0.748679           565.233664
 85.268191   2.965967   2.066242            94.263672
 80.951637   4.186054   2.966236           338.902547
165.920715   0.369145   1.030518            61.352108
164.407291   5.042347   4.229666           104.508084
145.675612   5.952927   1.035850           307.857446
 78.581015   0.455559   3.405276           301.601140
124.343518   1.661965   4.867620           242.944660
  5.670164   1.783639   4.478533           145.586125
 62.093958   1.629190   0.881845           652.437803
142.295511   3.332350   0.738311           359.949827
 78.309909   4.981794   2.843584           345.930731
 72.526669   1.423847   0.142307            18.264183
162.143668   1.179998   4.607883           684.217031
 49.697387   3.735409   4.324969           649.467206
129.022855   4.487732   4.848541           437.304293
 69.934813   1.082763   1.319770           515.458047
 75.686053   0.087379   3.289450           441.768537
 51.496187   0.428789   5.274677           240.954656
145.638758   2.820319   1.141143           669.912274
150.056776   5.641056   5.262570            20.217714
 85.619474   1.263463   5.028816           225.852963
 92.491022   4.754908   0.232574           483.885486
 61.873049   0.223024   4.440740           125.782882
  9.798340   4.517482   4.232892           636.363095
138.013006   4.922223   2.507300           690.340211
 97.625116   5.329094   5.328391           690.362174
102.247319   1.633192   4.168898           129.813501
 90.156243   3.421173   3.396014           598.186264
114.636134   5.859018   4.674288           254.932420
179.231331   2.506543   0.239942           262.152490
 31.697376   0.616270   5.651613           428.824587
154.455317   1.488616   5.685530           177.123902
 18.701256   5.322840   5.217977           655.082825
117.014115   4.784595   4.185743           138.972197
 38.621316   1.068695   4.037428           609.847324
 60.198785   4.072901   5.809810           337.621648
112.865079   3.067395   2.115279            61.082581
 59.014230   4.485280   5.482999           619.365592
129.159167   4.771632   2.270511           150.958511
 65.006510   5.720609   4.396413           687.908630
 84.118562   5.803708   0.467519            34.281197
 23.103239   2.274379   5.508813           152.048708
 61.470131   0.399481   1.739197           387.921009
118.336557   4.378073   1.858714           273.037489
